tstamp tipo nbytes
46199.58407 read 557
46203.63874 read 128
46208.45432 read 116
46209.8817 write 2151
46212.12013 write 240
46213.3798 read 3941
46221.52054 read 554
46225.50157 read 886
46227.62679 read 117
46230.32422 read 121
46232.09344 read 166
46240.18315 read 990
46250.34466 read 98
46252.01128 read 1106
46261.29386 read 497
46271.38785 write 4292
46274.30309 read 3934
46276.73465 write 273
46279.54366 read 491
46289.11149 write 1530
46313.54405 write 273
46334.60566 read 3691
46347.4278 read 135
46348.19585 write 272
46353.39891 read 503
46358.43711 read 455
46367.39143 write 1974
46371.37138 write 3943
46386.42326 write 280
46393.22781 read 120
46395.55422 read 4239
46397.51207 read 1062
46399.54092 read 948
46410.25205 read 115
46414.00297 read 496
46421.65952 read 444
46424.92418 read 117
46439.09715 read 961
46439.321 read 119
46447.82485 write 2218
46454.46442 read 101
46456.09252 read 4674
46456.13749 write 263
46458.84292 read 130
46463.45052 read 591
46464.94233 read 125
46471.48851 write 4105
46476.77514 write 243
46482.8033 read 137
46483.51604 read 549
46491.27077 read 987
46502.5145 read 125
46514.91877 read 4054
46526.34378 write 1909
46527.85002 read 118
46536.6961 read 460
46549.13419 read 1017
46572.84118 write 4240
46572.85211 read 4815
46572.99532 read 959
46583.49855 read 483
46606.9493 read 142
46607.30376 write 2057
46610.70795 read 132
46614.89309 read 127
46617.49744 read 141
46628.88403 read 517
46633.09905 read 4082
46633.19055 read 933
46636.32881 read 580
46639.58819 read 144
46639.73698 read 589
46653.02487 write 224
46657.28376 read 501
46662.9816 read 133
46673.88053 write 3954
46680.08141 write 303
46687.83915 write 2334
46693.72351 read 4671
46697.62072 read 141
46699.83608 read 1127
46711.31235 read 129
46721.7403 read 1100
46728.43329 read 580
46736.6302 write 254
46743.01843 read 494
46754.90629 read 3224
46764.66111 read 466
46767.94515 write 2021
46773.99248 write 4117
46788.10895 read 124
46792.69836 read 516
46809.54617 read 133
46812.63619 read 139
46815.14464 read 3779
46845.45927 read 1004
46847.14458 write 2364
46851.51618 read 113
46857.05782 read 115
46865.61308 read 134
46874.00707 write 3958
46875.62838 read 3504
46882.61716 read 109
46890.83451 read 122
46912.49138 write 222
46915.69931 read 129
46926.11259 write 2162
46936.14954 read 4266
46949.50198 read 133
46950.93952 read 481
46960.32002 read 129
46968.5628 read 550
46972.46038 read 1157
46972.83818 write 4218
46973.60136 read 958
46981.95252 read 1049
46995.95524 read 3835
46999.28608 read 119
47007.26814 write 2278
47012.72578 read 1009
47019.42707 read 126
47021.53797 read 533
47040.7297 read 467
47041.28235 read 140
47050.28997 read 992
47052.84586 read 535
47054.10066 read 158
47056.42037 read 3722
47058.84218 write 262
47065.86433 read 113
47068.11095 read 963
47071.89129 write 3755
47083.55808 read 114
47085.84982 write 2045
47099.85785 read 545
47115.89907 read 3769
47121.84857 write 227
47139.33354 write 262
47141.97592 write 272
47161.53788 read 126
47165.63842 write 2063
47166.57455 write 252
47166.81468 read 999
47168.52794 read 556
47172.4896 write 4042
47172.56673 read 988
47174.08603 read 482
47175.79861 read 4103
47177.7223 read 114
47188.38938 read 490
47208.39496 write 231
47231.54185 write 257
47235.46181 read 4286
47239.86866 read 142
47240.90238 read 123
47242.28709 read 1109
47245.55625 read 534
47247.03469 write 1896
47257.76705 read 540
47258.61727 read 145
47266.1678 read 537
47273.1071 read 544
47273.83306 write 4051
47282.29455 read 496
47296.07341 read 4005
47311.57631 read 458
47317.13271 read 128
47320.53379 read 129
47329.18239 write 1831
47330.42198 read 129
47336.33271 write 263
47339.48207 read 140
47352.73333 read 581
47357.47286 read 3933
47370.87373 read 137
47374.79283 write 4457
47394.69538 read 1069
47398.04473 read 147
47401.50846 read 978
47403.30463 read 124
47408.09548 write 2305
47409.63879 read 1121
47416.83047 read 4388
47422.02355 read 503
47436.16467 read 1034
47446.21809 read 1047
47446.23245 read 131
47453.61881 read 1057
47459.43827 write 287
47470.92552 read 132
47475.13252 read 3873
47475.80376 write 4329
47478.77252 write 256
47479.99609 read 1057
47487.39941 write 2168
47487.60012 write 258
47489.05645 read 133
47506.91276 read 1152
47509.62812 read 118
47510.28568 read 134
47514.08311 read 1079
47516.23073 read 573
47534.33704 read 3975
47538.14014 read 428
47539.18354 read 127
47552.09486 read 1053
47553.50703 read 1047
47554.74055 read 577
47567.60068 write 2111
47570.78595 read 123
47572.95291 read 552
47574.1375 write 4114
47589.98045 read 477
47594.07018 read 105
47594.77737 read 3996
47598.1253 read 966
47600.53358 read 554
47603.67256 write 264
47610.50236 write 248
47612.32325 read 110
47639.97799 read 538
47646.85737 write 2061
47646.95782 read 539
47650.29891 read 1078
47651.19064 read 122
47653.33813 read 120
47654.39082 read 4350
47657.2736 read 592
47666.25051 read 901
47672.75615 write 222
47674.94802 write 4341
47678.28005 read 515
47679.35013 read 1033
47680.13247 read 943
47689.18614 read 143
47691.32154 read 127
47713.35632 read 4078
47716.00127 read 480
47718.80545 read 465
47720.96498 read 155
47723.18925 read 128
47723.42384 read 554
47724.86854 write 1964
47738.8894 read 1032
47739.0525 read 123
47747.09374 read 127
47747.6661 read 455
47754.48238 read 554
47759.82079 read 119
47763.9267 read 116
47773.25727 read 4241
47774.94867 write 3738
47803.45804 write 2425
47805.44426 read 142
47810.7727 read 1228
47812.12295 read 1149
47813.36262 write 272
47820.81502 read 117
47828.39556 read 137
47831.85625 read 3723
47836.13956 write 237
47838.51714 read 1116
47844.05826 read 123
47844.52251 read 1073
47863.80898 read 123
47873.57501 read 528
47875.59678 write 4104
47881.39053 read 120
47881.70613 read 519
47882.70349 write 2400
47887.90599 read 145
47891.97625 read 3906
47913.16174 write 294
47913.5003 read 551
47922.53342 read 138
47937.54078 read 143
47940.23059 read 1051
47945.27291 read 145
47950.20522 read 3792
47961.30116 write 256
47962.31193 write 2241
47976.66708 write 4433
47986.12974 write 234
47988.43304 read 468
47992.59336 read 123
47995.12582 read 513
48006.85561 read 100
48010.38773 read 4656
48011.3771 read 128
48017.52539 read 508
48034.86045 read 508
48040.00728 write 2066
48044.30833 read 109
48044.50876 read 1005
48045.29251 read 123
48048.68756 read 129
48070.15851 read 4259
48077.21141 write 3859
48079.62581 write 261
48080.5058 read 1017
48093.0662 read 538
48105.07389 read 149
48119.03404 read 510
48119.10435 write 2279
48120.73392 read 133
48129.66966 read 4053
48131.0793 read 1042
48137.03496 read 136
48139.08277 read 113
48142.88952 read 545
48146.84344 read 129
48153.36532 read 119
48162.29083 read 113
48177.91228 write 3969
48177.91914 read 137
48188.7908 read 4428
48190.07806 read 1115
48190.69216 read 898
48193.92344 read 995
48195.13549 write 280
48199.89588 write 2293
48207.48754 read 429
48208.93317 read 100
48213.69908 read 119
48215.42924 read 122
48232.65224 read 1058
48238.41987 read 493
48239.44896 read 530
48241.31567 write 241
48248.88275 read 3690
48254.81856 read 121
48260.01269 read 544
48260.04856 read 854
48260.05041 read 464
48262.02642 read 133
48263.71956 read 138
48266.64909 read 577
48271.13094 read 126
48276.12128 write 314
48279.19533 write 4371
48279.72838 write 2195
48291.8101 read 136
48303.23074 read 447
48303.5554 read 1069
48304.97606 read 843
48305.67417 read 553
48308.12254 read 3991
48315.26847 write 234
48320.19855 read 492
48331.7867 read 885
48332.95104 read 1009
48337.29921 write 251
48337.78828 read 143
48337.97876 read 555
48347.10982 read 478
48352.33117 write 226
48357.42219 read 507
48359.95807 write 1722
48366.55789 read 4164
48371.89294 read 497
48373.12089 read 118
48377.55273 write 4098
48385.00455 read 573
48387.81522 read 570
48389.1605 read 1072
48404.2685 read 994
48408.34884 write 273
48424.57632 write 245
48427.31735 read 137
48427.66946 read 4099
48439.85491 write 2110
48448.87191 write 214
48453.63166 read 126
48459.27961 write 230
48460.79778 read 587
48466.09554 read 555
48472.68814 read 1023
48475.62872 read 448
48478.74062 write 4271
48484.52918 read 798
48485.75567 read 3893
48503.05381 write 223
48505.75334 read 129
48511.82162 read 499
48519.45485 write 2175
48539.50003 write 265
48541.90042 write 260
48543.33067 write 229
48544.29373 read 3556
48551.39127 read 1054
48572.98678 read 966
48575.50589 read 442
48578.76239 write 4022
48598.78609 write 1684
48604.83896 read 3998
48612.1257 read 144
48617.90518 read 115
48620.95996 read 997
48625.00016 read 1066
48625.79435 read 125
48633.99577 read 1004
48648.8056 read 143
48664.76301 read 4758
48667.10355 read 147
48670.32912 read 123
48676.2167 read 113
48677.89531 write 1969
48678.07911 write 4220
48680.13451 read 1044
48682.73245 read 500
48695.61819 read 133
48695.9877 read 118
48697.89678 read 531
48701.82958 read 127
48702.90923 read 93
48705.0332 write 243
48714.68096 write 227
48725.18891 read 547
48725.55134 read 4269
48726.30064 read 134
48726.34656 read 154
48732.07987 read 548
48739.19312 read 130
48756.48438 read 120
48757.46176 write 2350
48764.60081 read 487
48772.63896 read 130
48773.1611 read 466
48777.98748 write 3972
48778.46404 read 1041
48781.2449 read 125
48785.25279 read 4078
48792.01334 read 119
48795.10081 read 571
48799.60624 read 136
48815.43507 read 118
48821.67358 read 467
48825.904 read 492
48835.04478 write 2224
48844.63583 read 4294
48859.16059 read 1085
48860.0993 read 107
48862.83814 read 133
48872.04081 read 126
48879.03457 write 3893
48881.73009 write 241
48884.72387 read 1074
48884.79194 read 996
48903.78497 read 4010
48906.37004 read 144
48910.6104 read 886
48913.52168 read 122
48914.15311 write 2505
48914.35169 read 482
48922.29069 read 979
48935.03456 read 146
48944.5585 read 556
48957.40042 read 1145
48958.03221 read 999
48963.09578 read 3937
48970.69285 write 193
48974.70224 write 278
48978.99808 write 4172
48980.70281 read 1043
48987.08988 read 866
48987.73682 read 524
48989.15631 read 133
48995.21064 write 1983
49001.95424 read 1094
49016.88804 read 122
49023.75173 read 144
49024.22714 read 4317
49024.40775 read 136
49030.76977 read 479
49039.27505 read 158
49048.47464 read 112
49053.03855 read 1073
49073.5004 read 1176
49074.77352 write 2035
49077.59625 read 500
49079.8642 write 3900
49083.43635 read 3947
49084.62896 read 133
49086.52205 read 455
49089.53124 read 521
49097.35032 read 1092
49101.18442 read 111
49104.15244 write 251
49108.79802 read 434
49109.17823 write 258
49127.61533 read 116
49129.70774 read 1034
49142.18248 read 116
49143.4855 read 3839
49144.81811 write 289
49154.61764 write 2381
49172.97772 read 133
49180.73652 write 4208
49203.48698 read 3746
49211.3738 read 129
49212.86423 read 548
49216.73951 read 856
49219.75655 read 511
49234.94973 write 2286
49237.00233 read 528
49244.23728 read 1037
49244.49516 read 525
49262.17555 read 483
49263.85295 read 3800
49266.35589 write 222
49271.37168 read 969
49274.46796 read 954
49275.06049 read 544
49276.84257 read 956
49279.38743 write 4163
49284.70265 read 136
49288.51351 read 492
49313.79897 write 287
49314.90396 read 136
49314.90956 write 2257
49319.11734 read 1033
49324.39317 read 3854
49346.36067 write 278
49366.09631 read 937
49379.54383 write 3872
49382.96789 read 138
49382.99062 read 503
49384.16709 read 120
49385.16179 read 4042
49386.7417 read 1084
49396.07744 write 1959
49398.24708 read 959
49401.75734 read 926
49415.1487 read 124
49419.20525 write 259
49419.27921 read 129
49438.31878 write 245
49446.64437 read 4411
49453.25127 read 92
49460.07536 read 921
49476.24691 write 2195
49478.69704 write 3913
49479.01446 read 984
49482.58635 read 127
49491.46548 write 271
49495.59313 read 517
49505.2748 read 3872
49505.29897 write 276
49513.11522 read 1040
49529.06226 read 129
49541.27329 read 529
49543.34746 read 136
49551.85024 read 119
49555.11888 write 2073
49565.4981 read 4570
49568.55053 read 126
49577.03324 read 134
49578.77513 write 225
49578.84614 write 4154
49579.77638 read 130
49586.3326 read 1056
49589.62688 write 244
49597.34581 read 499
49604.16833 read 113
49615.7773 read 598
49623.14344 read 130
49626.83922 read 4384
49637.05644 write 1920
49637.43853 read 1040
49637.84782 read 529
49644.5563 read 114
49678.87075 write 4091
49682.14192 read 1189
49687.60428 read 3985
49691.71385 read 125
49697.85845 read 561
49717.03168 write 2159
49721.72056 read 132
49728.42008 read 946
49735.07992 write 215
49744.13362 read 448
49747.85547 read 117
49747.86976 read 4068
49752.0612 write 264
49752.42287 read 158
49753.13234 read 1139
49755.52552 read 509
49756.66522 read 126
49772.53464 read 129
49779.10808 write 4040
49779.7375 write 288
49798.45889 write 1715
49806.81725 read 4112
49807.08872 read 440
49819.2002 read 540
49824.98403 read 150
49826.13315 read 1135
49850.95951 read 588
49855.5871 read 121
49856.20336 read 1013
49866.3712 read 3614
49867.5289 write 255
49868.43687 write 264
49868.45892 read 124
49872.9702 write 278
49879.66648 write 4475
49879.7864 write 2196
49886.41794 read 550
49894.24461 read 137
49911.72632 write 272
49913.90917 read 127
49926.88582 read 441
49926.89914 read 3886
49931.79601 write 270
49940.61733 read 923
49946.18574 read 943
49947.23143 write 266
49947.33171 read 117
49952.33578 write 222
49956.0853 read 534
49960.69946 write 2069
49966.00743 read 457
49975.89563 read 101
49979.71033 write 3926
49985.58955 read 4335
50000.24041 read 116
50006.4199 read 1016
50011.49811 write 249
50021.91202 read 510
50023.5956 read 140
50033.45288 read 511
50037.2896 read 572
50039.46532 write 2351
50046.56719 read 4397
50059.60493 read 544
50069.07151 read 519
50072.89846 write 298
50075.08387 read 129
50084.07026 write 290
50087.48532 read 581
50096.58568 read 578
50108.0318 read 4482
50109.81931 read 121
50110.81401 read 124
50118.33649 read 129
50120.22779 write 2214
50139.33005 read 138
50142.86919 read 120
50151.43481 write 221
50156.92795 read 156
50162.52088 read 1062
50166.65617 read 431
50167.38504 read 4846
50169.47461 read 126
50176.72287 read 1009
50178.05116 read 132
50189.63696 read 126
50190.87031 read 141
50193.95615 read 492
50200.18812 write 2087
50203.17419 read 473
50216.26995 read 1062
50217.40424 read 130
50227.18301 read 4487
50241.24738 read 116
50245.91791 read 440
50265.80581 read 133
50280.31349 write 1963
50282.82315 read 494
50288.25301 read 3503
50288.54045 read 1102
50307.29654 read 136
50323.47211 read 1039
50348.97978 read 4236
50357.29333 read 949
50359.5493 write 2010
50374.14011 read 1013
50381.66372 write 221
50397.82797 read 119
50402.88468 read 998
50403.52788 read 145
50405.93273 read 113
50409.7858 write 223
50410.80142 read 3903
50410.9796 read 482
50423.68153 read 122
50424.26603 read 121
50440.33165 write 1937
50451.44122 read 134
50462.39681 read 138
50469.23793 read 4306
50470.02471 read 512
50472.16693 read 121
50490.26451 read 119
50493.45244 read 130
50497.29356 read 120
50500.57621 read 137
50519.0805 write 2188
50530.54084 read 4253
50552.86263 read 116
50556.23438 read 114
50560.28703 read 125
50582.09059 read 547
50589.05772 read 4498
50589.90729 read 1038
50593.31027 write 261
50593.65474 read 119
50597.60836 write 1914
50623.43803 read 133
50625.28403 read 1090
50625.73089 read 127
50633.05132 read 906
50637.67558 read 955
50641.79229 read 143
50643.40387 write 274
50649.54559 read 3925
50662.97137 read 989
50673.1287 read 119
50676.91301 write 2039
50680.7686 read 576
50693.67611 read 507
50696.14433 write 244
50696.24152 read 1080
50703.17616 read 109
50708.13123 read 3929
50720.61637 write 294
50723.15867 read 123
50724.22093 read 538
50740.56818 read 138
50747.33808 read 1146
50756.30714 write 2335
50764.44804 read 605
50767.19895 read 4405
50768.57247 read 111
50769.61452 read 110
50782.67786 read 502
50785.96685 read 1152
50807.06501 read 108
50820.76454 read 505
50827.75255 read 4083
50830.7675 read 540
50835.88868 write 2011
50840.00725 read 114
50843.85984 read 135
50860.70395 read 117
50866.41128 read 137
50882.60731 read 484
50887.10937 read 3940
50888.44842 read 525
50892.02433 read 126
50893.84705 read 124
50895.36638 read 136
50906.21601 read 127
50911.99028 read 131
50914.49049 write 2054
50917.64268 read 132
50917.77264 read 485
50917.78772 read 1116
50927.63966 read 137
50947.169 read 4192
50948.33716 read 121
50949.73353 read 139
50962.69564 read 509
50966.75884 write 269
50971.79376 read 1014
50972.03136 read 1017
50974.98968 read 503
50987.34788 read 134
50987.95892 write 282
50996.02681 write 2292
51000.21748 read 141
51008.13487 read 4062
51017.89706 read 486
51021.32096 read 119
51033.101 read 561
51036.62154 write 236
51051.78449 read 514
51057.50196 read 127
51058.37745 read 134
51065.54378 read 512
51069.69495 read 4095
51071.36862 read 520
51075.36073 write 2041
51119.95613 read 142
51121.83854 read 120
51122.43055 read 1124
51123.89249 read 519
51128.82563 read 3625
51131.97267 write 225
51135.4937 read 1048
51143.2313 write 266
51144.241 read 1112
51152.67874 read 152
51154.53218 write 244
51155.76916 write 1816
51168.206 read 1052
51182.12894 read 123
51189.16254 read 3838
51203.92545 write 254
51217.95883 read 436
51219.99085 write 280
51224.79551 read 129
51226.39428 read 152
51235.13824 read 115
51236.97068 write 1741
51239.28091 read 973
51249.77502 read 3714
51255.74898 read 990
51259.32019 read 136
51261.20179 read 120
51265.13129 read 125
51289.46734 read 114
51293.87571 read 474
51294.62069 read 115
51295.93721 read 483
51300.63205 read 120
51311.72429 read 4051
51316.83409 write 2011
51333.07539 read 1015
51338.11088 read 165
51341.01241 read 991
51342.80712 read 145
51350.09045 write 257
51350.20947 read 477
51356.74638 write 283
51360.42939 read 457
51364.0794 read 563
51370.33609 read 4048
51374.07852 read 1006
51382.03936 read 141
51391.17505 read 1016
51393.31272 read 484
51396.8469 write 2328
51397.65054 read 1102
51398.32845 read 1011
51402.86459 read 121
51404.06436 write 252
51408.09033 read 472
51413.40007 read 118
51431.93195 read 4110
51438.86954 read 148
51440.62401 read 1109
51442.17843 read 940
51455.37945 read 138
51458.6772 read 127
51459.49349 write 258
51476.14342 write 1787
51481.07504 write 231
51490.55799 write 281
51492.00272 read 4264
51496.18631 write 259
51501.16733 read 118
51501.25328 read 491
51502.16489 read 1131
51510.50603 write 273
51510.76551 read 121
51549.57262 write 244
51552.10304 read 4288
51553.98579 read 131
51554.26494 write 1999
51559.05201 write 262
51574.25069 read 915
51580.32599 read 128
51584.28886 read 548
51584.67276 read 495
51588.33974 read 506
51598.05324 read 582
51612.42563 read 4238
51630.5237 read 141
51630.95028 read 129
51633.36431 read 118
51634.30603 write 2101
51640.1344 read 94
51666.8281 write 296
51673.22391 read 4247
51673.68686 write 271
51691.62059 write 261
51705.53013 read 132
51706.59906 read 476
51713.63169 write 1693
51732.76034 read 4216
51738.54208 write 280
51743.93895 read 130
51751.40752 read 812
51751.42772 read 104
51756.57426 read 983
51760.4318 read 1075
51763.48797 read 991
51764.91616 read 1055
51765.77737 read 138
51770.45169 read 130
51779.20207 read 1054
51793.14256 read 4383
51794.24201 write 2122
51801.89015 read 1071
51808.18832 read 118
51809.98614 read 995
51830.38673 read 132
51843.87251 read 1048
51844.31799 read 121
51848.37568 read 138
51849.31885 read 477
51852.73788 read 4428
51857.39186 read 503
51861.61258 read 515
51863.98472 read 142
51873.09979 write 2071
51887.61732 read 500
51902.79804 read 543
51912.65582 read 4559
51927.90181 read 498
51931.05179 read 1116
51931.76192 read 577
51938.85476 read 445
51953.4635 write 2183
51956.49741 read 453
51973.12387 read 3698
51990.22373 read 977
52007.74867 read 110
52008.65269 read 133
52012.59982 read 904
52019.90549 read 1067
52031.23859 read 140
52032.96083 write 1570
52033.88274 read 4414
52033.97167 write 235
52037.86972 read 143
52054.01012 write 264
52084.51477 read 531
52090.52411 write 226
52093.11716 read 4352
52097.45488 read 138
52099.61163 read 1010
52106.33561 read 527
52113.45443 read 498
52113.68492 write 2014
52114.28368 read 126
52114.56421 read 136
52129.20649 read 124
52133.81271 write 271
52134.49857 write 243
52139.40404 write 305
52154.84286 read 4316
52156.83811 read 521
52171.04713 read 975
52194.20099 write 1877
52194.8658 read 452
52200.83848 read 112
52205.60407 read 499
52213.29647 read 4144
52217.99229 read 111
52225.98553 write 228
52226.13371 read 512
52233.91005 read 154
52234.27636 read 124
52236.18933 read 148
52240.19097 write 288
52243.56056 write 249
52248.49457 read 113
52249.29993 read 138
52256.16042 write 241
52262.45574 write 246
52267.1113 read 1050
52271.39954 read 136
52272.7434 read 4097
52273.90995 read 121
52275.23663 read 121
52275.26203 write 2120
52276.04415 read 125
52282.03484 read 104
52282.21617 write 200
52283.62616 read 494
52293.96399 read 1159
52294.23642 read 97
52307.07797 read 123
52313.39464 write 234
52317.34445 read 447
52332.0549 read 4285
52333.24948 read 129
52340.82592 read 116
52356.61557 write 2018
52356.99121 read 124
52357.57754 read 1056
52361.77503 read 119
52363.35632 write 248
52377.92339 read 137
52384.87123 write 280
52393.33645 read 4577
52406.16994 read 131
52407.84719 read 926
52407.99262 read 566
52435.26839 read 127
52436.34367 write 2119
52444.4384 read 1130
52446.93637 write 215
52451.93597 read 3958
52465.26281 write 265
52482.65936 read 108
52482.75703 read 451
52484.50797 write 254
52491.33074 read 133
52502.28959 read 135
52511.89363 read 507
52512.11641 read 4485
52516.03015 write 2072
52525.40117 write 261
52528.98127 read 462
52539.66508 read 125
52546.92536 read 121
52564.0301 read 112
52564.47435 write 263
52567.35053 read 143
52569.92839 read 487
52572.74481 read 4088
52576.32818 read 143
52595.57355 write 1712
52599.28981 read 943
52608.70445 read 127
52617.77722 read 1164
52621.5703 write 249
52630.54503 read 470
52631.42916 read 3799
52652.02239 read 163
52653.22036 read 1036
52653.5009 read 498
52676.30494 write 1430
52681.03196 write 218
52681.64874 write 254
52682.62494 write 316
52690.99388 read 4574
52692.00573 read 422
52698.18973 read 104
52705.55932 read 142
52714.83028 read 142
52716.58895 read 489
52718.34714 read 107
52720.48295 read 561
52721.68916 read 124
52726.12668 read 575
52728.61769 write 206
52739.67282 write 248
52751.1502 read 3982
52755.82183 write 2308
52773.54784 read 1142
52781.94914 read 561
52783.64997 read 119
52790.59355 read 119
52813.00362 read 3892
52814.72655 read 135
52814.80132 read 503
52828.00343 read 964
52835.00456 write 2205
52851.82386 read 528
52854.57703 read 141
52856.03186 read 534
52857.51776 write 271
52866.12561 read 129
52873.78639 read 3998
52876.58701 read 135
52892.13009 read 528
52914.83527 read 473
52916.16084 write 1800
52920.84281 read 145
52932.55835 read 4060
52936.78675 read 117
52937.22753 read 1006
52937.97282 read 1035
52947.08475 read 150
52956.1622 read 1015
52967.40574 write 265
52986.88015 read 133
52991.75349 read 4306
52996.36436 write 2542
53007.66766 read 124
53020.85691 write 242
53020.86697 read 506
53031.41652 read 948
53032.77237 read 881
53034.34974 read 150
53035.79517 read 515
53040.73576 read 125
53052.4063 read 4410
53063.75546 read 533
53065.81042 read 516
53071.48466 write 268
53076.81443 write 1827
53095.04016 read 134
53105.01568 write 227
53106.78595 read 895
53110.65959 read 4166
53119.86528 read 125
53125.39508 read 131
53130.34499 read 428
53134.41545 read 117
53135.72151 read 528
53136.84485 read 1029
53137.40474 read 108
53155.32658 write 1841
53169.61157 read 4192
53170.66634 read 969
53189.53849 read 975
53190.17183 read 1091
53199.96388 read 503
53220.85638 read 126
53229.705 read 4563
53236.3117 write 2150
53236.90517 read 511
53240.49021 read 498
53240.87992 write 278
53249.49808 read 107
53252.95315 read 131
53256.00572 read 120
53268.51589 read 1122
53275.97164 read 137
53287.4517 read 99
53290.00511 read 4116
53292.89069 read 564
53305.57008 read 138
53316.76871 write 2053
53320.28866 read 121
53346.91596 read 1012
53349.34109 read 4207
53370.76909 read 456
53377.05861 write 238
53378.2289 write 241
53378.23049 read 448
53391.04203 read 489
53394.64374 read 118
53396.15151 write 1745
53396.53857 read 528
53397.98171 read 522
53410.14862 read 4414
53429.04081 read 978
53431.79075 read 95
53431.87202 write 286
53434.61152 read 1102
53449.03639 read 506
53450.74387 read 538
53451.41529 read 503
53452.81504 read 475
53459.99582 read 148
53464.15351 read 129
53468.19013 read 132
53469.52458 read 4417
53472.3515 read 1090
53473.61 read 546
53475.27572 write 1766
53475.35993 read 148
53475.64243 read 129
53486.62048 read 132
53488.64608 read 553
53493.09854 read 139
53493.80503 read 133
53506.31837 read 1034
53530.65933 read 4126
53533.33832 read 502
53541.58806 read 132
53542.09195 read 900
53548.97937 read 127
53554.91413 write 2612
53566.7725 read 1018
53590.72244 read 3900
53598.30258 write 302
53613.97022 read 136
53630.03018 read 885
53634.47506 read 448
53634.69651 write 1949
53642.3033 read 129
53649.77183 read 3818
53654.88009 write 219
53657.71021 read 119
53659.13549 read 152
53677.1455 read 128
53708.46547 read 488
53709.33046 read 4312
53713.78523 write 2259
53717.00944 read 136
53727.08296 read 446
53728.30116 read 538
53733.9149 read 135
53734.9396 read 1131
53736.09365 read 125
53738.22653 write 193
53741.90247 read 948
53753.18575 write 244
53755.36543 read 120
53767.90045 read 3823
53782.0819 read 123
53792.91956 read 1060
53793.26941 write 2402
53794.31129 write 297
53800.43912 read 481
53803.91136 read 496
53803.97884 write 304
53819.21983 read 151
53819.83564 read 556
53822.48174 write 235
53824.72531 read 534
53829.95089 read 3346
53860.27869 read 477
53864.2967 read 148
53873.14733 write 1708
53876.93292 write 237
53877.94298 read 578
53878.13781 read 105
53883.16818 read 886
53889.00208 read 3919
53889.01673 read 1020
53917.11732 read 131
53922.19192 read 505
53922.72339 read 552
53930.62689 read 123
53933.75275 read 554
53934.71945 read 112
53949.56321 read 3769
53952.42902 write 1976
53955.39321 read 114
53962.10837 write 212
53968.58369 read 106
53971.93155 read 440
53974.98397 read 509
53991.26936 read 119
53991.52013 read 142
54000.7329 write 245
54009.11897 write 272
54021.9634 read 113
54026.34678 write 303
54030.95968 write 1844
54044.30346 read 119
54045.24761 read 566
54045.49348 read 479
54049.58956 read 111
54057.95702 read 1054
54065.97716 read 1104
54066.16817 read 535
54067.45341 read 129
54085.70362 read 484
54089.55752 read 505
54098.5388 read 1032
54106.31511 read 483
54111.03843 write 1879
54112.80694 read 133
54113.90405 read 532
54119.45654 read 463
54123.00557 read 988
54125.70141 read 136
54126.14849 read 1027
54126.88693 read 548
54130.77887 read 441
54148.37364 read 147
54157.0635 read 547
54158.91235 read 143
54169.9777 read 1070
54175.42843 read 1142
54176.42589 read 961
54179.43211 read 508
54190.73617 write 1612
54203.18948 read 458
54214.07403 read 488
54225.92087 write 281
54246.79813 read 132
54250.88241 write 281
54265.82376 read 490
54271.22152 write 1983
54287.11712 read 152
54288.84514 read 964
54302.64137 read 122
54304.47011 read 541
54324.33887 read 545
54327.82561 read 117
54352.85433 write 2191
54356.92391 write 287
54360.13135 read 105
54367.11954 read 930
54371.96741 write 239
54373.03784 read 118
54380.24261 write 266
54384.26693 read 120
54388.49584 read 117
54391.68759 read 113
54397.88846 read 125
54397.8983 read 132
54412.33139 read 1054
54418.45692 read 117
54427.39102 read 1024
54430.11069 write 272
54432.51318 write 1996
54436.26604 read 567
54438.97291 read 127
54442.02074 write 238
54457.44363 read 490
54473.47543 read 524
54479.18389 read 129
54485.3662 read 120
54487.07605 read 523
54498.50512 read 996
54508.21228 read 1148
54511.11258 read 149
54513.70266 write 2235
54533.66353 read 992
54543.58351 read 122
54547.17877 read 125
54549.4239 write 213
54555.23721 write 269
54571.69272 read 458
54581.9714 read 492
54587.91276 read 114
54593.70249 write 1889
54596.98073 read 132
54600.38753 write 264
54611.10922 read 129
54628.3454 read 145
54629.43635 read 112
54634.01928 read 92
54644.00164 read 519
54646.85951 read 141
54671.57974 read 395
54673.14089 write 1849
54682.80311 read 121
54688.48902 read 518
54693.07668 read 124
54709.59584 read 499
54718.2878 read 535
54722.69126 read 480
54727.81791 read 403
54734.3959 read 125
54735.03602 read 486
54753.60225 write 1965
54768.27012 read 121
54787.59665 read 131
54789.61071 read 940
54793.33222 read 115
54793.33877 write 272
54812.54996 read 556
54821.20745 read 144
54821.48422 read 884
54828.53784 read 117
54832.96702 write 2126
54833.21436 read 133
54838.8777 read 137
54844.29001 read 512
54844.56246 read 128
54861.66443 read 991
54861.74414 read 489
54875.50675 read 1080
54875.84992 read 98
54882.23833 read 471
54904.20189 read 108
54912.66027 write 255
54913.1448 write 2279
54913.87135 read 498
54918.83845 read 506
54945.67986 read 433
54958.04184 write 277
54959.41316 read 1091
54968.17641 read 378
54984.41383 read 518
54994.34061 write 1954
55013.51612 write 235
